species,longitude,latitude,source
Corymbia maculata,151.192737,-33.891127,University of Sydney
Corymbia maculata,151.192736,-33.891164,University of Sydney
Corymbia maculata,151.192757,-33.891193,University of Sydney
Corymbia maculata,151.192762,-33.891224,University of Sydney
Corymbia maculata,151.192847,-33.891366,University of Sydney
Corymbia maculata,151.19278,-33.891177,University of Sydney
Corymbia maculata,151.1623,-33.863975,University of Sydney
Corymbia maculata,151.162265,-33.863982,University of Sydney
Corymbia maculata,151.161993,-33.865336,University of Sydney
Corymbia maculata,151.161841,-33.865218,University of Sydney
Corymbia maculata,151.16182,-33.865364,University of Sydney
Corymbia maculata,151.161863,-33.865424,University of Sydney
Corymbia maculata,150.655128,-34.036558,University of Sydney
Corymbia maculata,150.655089,-34.036529,University of Sydney
Corymbia maculata,150.655132,-34.036511,University of Sydney
Corymbia maculata,150.655177,-34.036485,University of Sydney
Corymbia maculata,150.655229,-34.036457,University of Sydney
Corymbia maculata,150.654589,-34.036395,University of Sydney
Corymbia maculata,150.654926,-34.036327,University of Sydney
Corymbia maculata,150.654946,-34.03619,University of Sydney
Corymbia maculata,150.657245,-34.032095,University of Sydney
Corymbia maculata,150.65717,-34.032083,University of Sydney
Corymbia maculata,150.657107,-34.03207,University of Sydney
Corymbia maculata,150.657044,-34.032049,University of Sydney
Corymbia maculata,150.656979,-34.032045,University of Sydney
Corymbia maculata,150.65692,-34.03204,University of Sydney
Corymbia maculata,150.656857,-34.032024,University of Sydney
Corymbia maculata,150.6568,-34.032021,University of Sydney
Corymbia maculata,150.656735,-34.032004,University of Sydney
Corymbia maculata,150.656668,-34.032006,University of Sydney
Corymbia maculata,150.65762,-34.031072,University of Sydney
Corymbia maculata,150.657639,-34.031016,University of Sydney
Corymbia maculata,150.657656,-34.030962,University of Sydney
Corymbia maculata,150.657617,-34.031388,University of Sydney
Corymbia maculata,150.657527,-34.031585,University of Sydney
Corymbia maculata,150.657505,-34.03174,University of Sydney
Corymbia maculata,150.657503,-34.031811,University of Sydney
Corymbia maculata,150.657487,-34.031864,University of Sydney
Corymbia maculata,150.657478,-34.031917,University of Sydney
Corymbia maculata,150.657476,-34.032055,University of Sydney
Corymbia maculata,150.65746,-34.032092,University of Sydney
Corymbia maculata,150.657457,-34.032121,University of Sydney
Corymbia maculata,150.657449,-34.032158,University of Sydney
Corymbia maculata,150.658052,-34.030582,University of Sydney
Corymbia maculata,150.658055,-34.030539,University of Sydney
Corymbia maculata,150.658045,-34.030493,University of Sydney
Corymbia maculata,150.658084,-34.030457,University of Sydney
Corymbia maculata,150.658135,-34.030481,University of Sydney
Corymbia maculata,150.658249,-34.030044,University of Sydney
Corymbia maculata,150.658295,-34.030001,University of Sydney
Corymbia maculata,150.658269,-34.029987,University of Sydney
Corymbia maculata,150.658217,-34.02999,University of Sydney
Corymbia maculata,150.658157,-34.030003,University of Sydney
Corymbia maculata,150.658173,-34.029971,University of Sydney
Corymbia maculata,150.658224,-34.0299,University of Sydney
Corymbia maculata,150.658228,-34.029802,University of Sydney
Corymbia maculata,150.658284,-34.029805,University of Sydney
Corymbia maculata,150.658388,-34.029956,University of Sydney
Corymbia maculata,150.658322,-34.029885,University of Sydney
Corymbia maculata,150.658386,-34.02989,University of Sydney
Corymbia maculata,150.658382,-34.029841,University of Sydney
Corymbia maculata,150.658432,-34.02984,University of Sydney
Corymbia maculata,150.658441,-34.029895,University of Sydney
Corymbia maculata,150.658474,-34.029864,University of Sydney
Corymbia maculata,150.65847,-34.029967,University of Sydney
Corymbia maculata,150.658542,-34.029902,University of Sydney
Corymbia maculata,150.658593,-34.029996,University of Sydney
Corymbia maculata,150.65865,-34.030025,University of Sydney
Corymbia maculata,150.65867,-34.029984,University of Sydney
Corymbia maculata,150.658741,-34.030008,University of Sydney
Corymbia maculata,150.658737,-34.030068,University of Sydney
Corymbia maculata,150.658883,-34.030145,University of Sydney
Corymbia maculata,150.658918,-34.0301,University of Sydney
Corymbia maculata,150.658437,-34.035648,University of Sydney
Corymbia maculata,150.658449,-34.035542,University of Sydney
Corymbia maculata,150.658478,-34.035432,University of Sydney
Corymbia maculata,150.658501,-34.035333,University of Sydney
Corymbia maculata,150.712379,-33.761262,University of Sydney
Corymbia maculata,150.712656,-33.761176,University of Sydney
Corymbia maculata,150.712747,-33.761188,University of Sydney
Corymbia maculata,150.712615,-33.761579,University of Sydney
Corymbia maculata,151.048163,-33.882642,University of Sydney
Corymbia maculata,151.048043,-33.882474,University of Sydney
Corymbia maculata,151.04807,-33.882448,University of Sydney
Corymbia maculata,151.049298,-33.881726,University of Sydney
Corymbia maculata,151.049309,-33.881772,University of Sydney
Corymbia maculata,151.049358,-33.881843,University of Sydney
Corymbia maculata,151.049372,-33.881874,University of Sydney
Corymbia maculata,151.049438,-33.881857,University of Sydney
Corymbia maculata,151.049546,-33.880442,University of Sydney
Corymbia maculata,147.602759,-33.778071,University of Sydney
Corymbia maculata,150.655399,-34.036386,University of Sydney
Corymbia maculata,151.048743,-33.881003,University of Sydney
Corymbia ficifolia,151.182703,-33.886016,University of Sydney
Corymbia ficifolia,151.188616,-33.887109,University of Sydney
Corymbia ficifolia,151.183612,-33.887079,University of Sydney
Corymbia ficifolia,151.183567,-33.887136,University of Sydney
Corymbia ficifolia,151.183494,-33.887173,University of Sydney
Corymbia ficifolia,151.183616,-33.886976,University of Sydney
Corymbia ficifolia,151.049691,-33.883029,University of Sydney
Corymbia ficifolia,151.188609,-33.887112,University of Sydney
Corymbia ficifolia,147.602411,-33.783602,University of Sydney
Corymbia ficifolia,147.602451,-33.782973,University of Sydney
Corymbia ficifolia,151.182695,-33.885982,University of Sydney
Callistemon sp.,151.193402,-33.891326,University of Sydney
Callistemon sp.,151.193381,-33.891319,University of Sydney
Callistemon sp.,151.193362,-33.891318,University of Sydney
Callistemon sp.,151.193343,-33.891314,University of Sydney
Callistemon sp.,151.193317,-33.891305,University of Sydney
Callistemon sp.,151.193283,-33.891298,University of Sydney
Callistemon sp.,151.193253,-33.891291,University of Sydney
Callistemon sp.,151.193226,-33.891284,University of Sydney
Callistemon sp.,151.193193,-33.891276,University of Sydney
Callistemon sp.,151.193159,-33.891265,University of Sydney
Callistemon sp.,151.19312,-33.89125,University of Sydney
Callistemon sp.,151.19309,-33.891242,University of Sydney
Callistemon sp.,151.193062,-33.891232,University of Sydney
Callistemon sp.,151.193038,-33.891227,University of Sydney
Callistemon sp.,151.193011,-33.891219,University of Sydney
Callistemon sp.,151.192984,-33.891209,University of Sydney
Callistemon sp.,151.192957,-33.891202,University of Sydney
Callistemon sp.,151.19293,-33.891193,University of Sydney
Callistemon sp.,151.1929,-33.891182,University of Sydney
Callistemon sp.,151.19288,-33.891175,University of Sydney
Callistemon sp.,151.192864,-33.89117,University of Sydney
Callistemon sp.,151.192814,-33.891143,University of Sydney
Callistemon sp.,151.192858,-33.891052,University of Sydney
Callistemon sp.,150.666085,-34.018262,University of Sydney
Callistemon sp.,150.658182,-34.030416,University of Sydney
Callistemon sp.,150.658125,-34.030612,University of Sydney
Callistemon sp.,150.655605,-34.034459,University of Sydney
Callistemon sp.,150.655657,-34.03447,University of Sydney
Callistemon sp.,150.656213,-34.035197,University of Sydney
Callistemon sp.,151.049486,-33.882262,University of Sydney
Callistemon sp.,151.048343,-33.882991,University of Sydney
Callistemon citrinus,151.188692,-33.887542,University of Sydney
Callistemon citrinus,151.19047,-33.89111,University of Sydney
Callistemon citrinus,151.161729,-33.865576,University of Sydney
Callistemon citrinus,151.16172,-33.865662,University of Sydney
Callistemon citrinus,151.161709,-33.865823,University of Sydney
Callistemon citrinus,151.161696,-33.865915,University of Sydney
Callistemon citrinus,151.161684,-33.865984,University of Sydney
Callistemon citrinus,150.655899,-34.03639,University of Sydney
Callistemon citrinus,150.655977,-34.036359,University of Sydney
Callistemon citrinus,150.655743,-34.036308,University of Sydney
Callistemon citrinus,150.655899,-34.03639,University of Sydney
Callistemon citrinus,150.655977,-34.036359,University of Sydney
Callistemon citrinus,150.655743,-34.036308,University of Sydney
Callistemon citrinus,150.655899,-34.03639,University of Sydney
Callistemon citrinus,150.655977,-34.036359,University of Sydney
Callistemon citrinus,150.655743,-34.036308,University of Sydney
Callistemon citrinus,151.049784,-33.883339,University of Sydney
Callistemon citrinus,151.04911,-33.883305,University of Sydney
Callistemon citrinus,151.048669,-33.883142,University of Sydney
Callistemon citrinus,151.04916,-33.880914,University of Sydney
Callistemon citrinus,151.04773,-33.881468,University of Sydney
Callistemon citrinus,150.65592,-34.036572,University of Sydney
Plumeria acuminata,151.18921,-33.891296,University of Sydney
Plumeria acuminata,151.191032,-33.891511,University of Sydney
Plumeria acuminata,151.190662,-33.891631,University of Sydney
Plumeria acuminata,151.190938,-33.891547,University of Sydney
Plumeria acuminata,151.190824,-33.891585,University of Sydney
Plumeria acuminata,151.1906,-33.891654,University of Sydney
Plumeria acuminata,151.190518,-33.891684,University of Sydney
Plumeria acuminata,151.162983,-33.867204,University of Sydney
Plumeria acuminata,151.162995,-33.867087,University of Sydney
Plumeria acuminata,151.163085,-33.864621,University of Sydney
Plumeria acuminata,151.214078,-33.863264,University of Sydney
Strelitzia nicolai,151.186459,-33.885487,University of Sydney
Strelitzia nicolai,151.186222,-33.885466,University of Sydney
Strelitzia nicolai,151.186024,-33.887063,University of Sydney
Quercus ilex,151.190083,-33.885172,University of Sydney
Quercus ilex,151.191062,-33.885061,University of Sydney
Quercus ilex,151.190947,-33.885088,University of Sydney
Quercus ilex,151.186356,-33.885121,University of Sydney
Quercus robur,151.189079,-33.886664,University of Sydney
Albizia lebbeck,151.192348,-33.890494,University of Sydney
Albizia lebbeck,151.192429,-33.890455,University of Sydney
Albizia lebbeck,151.192477,-33.890161,University of Sydney
Castanospermum australe,151.188633,-33.884945,University of Sydney
Castanospermum australe,151.186398,-33.88595,University of Sydney
Acacia sp.,151.050246,-33.881927,University of Sydney
Acacia sp.,151.050345,-33.882103,University of Sydney
Acacia sp.,151.050736,-33.882749,University of Sydney
Acacia sp.,151.048478,-33.883199,University of Sydney
Acacia sp.,151.048709,-33.880605,University of Sydney
Acacia sp.,151.048516,-33.880368,University of Sydney
Acacia sp.,151.29881,-33.547707,University of Sydney
Acacia sp.,151.298888,-33.548199,University of Sydney
Acacia sp.,151.299267,-33.549492,University of Sydney
Robinia pseudoacacia,150.66666,-34.018004,University of Sydney
Robinia pseudoacacia,150.666734,-34.017975,University of Sydney
Robinia pseudoacacia,150.666817,-34.017966,University of Sydney
Robinia pseudoacacia,150.666902,-34.017959,University of Sydney
Robinia pseudoacacia,150.666991,-34.017965,University of Sydney
Robinia pseudoacacia,150.655653,-34.036315,University of Sydney
Robinia pseudoacacia,150.655939,-34.036045,University of Sydney
Robinia pseudoacacia,151.186494,-33.885986,University of Sydney
Gleditsia triacanthos,151.185777,-33.886524,University of Sydney
Gleditsia triacanthos,151.183638,-33.887744,University of Sydney
Gleditsia triacanthos,151.190513,-33.889397,University of Sydney
Gleditsia triacanthos,151.190559,-33.889367,University of Sydney
Calliandra tweedii,151.188674,-33.887601,University of Sydney
Cycas media,151.189,-33.884972,University of Sydney
Lagunaria patersonia,151.163525,-33.864344,University of Sydney
Lagunaria patersonia,151.161945,-33.864636,University of Sydney
Lagunaria patersonia,151.161967,-33.866177,University of Sydney
Lagunaria patersonia,151.161967,-33.866177,University of Sydney
Lagunaria patersonia,151.049016,-33.881356,University of Sydney
Lagunaria patersonia,151.049031,-33.881391,University of Sydney
Lagunaria patersonia,151.047251,-33.88231,University of Sydney
Brachychiton acerifolius,151.189157,-33.884997,University of Sydney
Brachychiton acerifolius,151.188831,-33.884947,University of Sydney
Brachychiton acerifolius,151.188294,-33.885726,University of Sydney
Brachychiton acerifolius,151.186778,-33.885884,University of Sydney
Brachychiton acerifolius,151.186762,-33.886761,University of Sydney
Brachychiton acerifolius,151.186802,-33.886795,University of Sydney
Brachychiton acerifolius,151.186786,-33.886872,University of Sydney
Brachychiton acerifolius,151.186814,-33.886913,University of Sydney
Brachychiton acerifolius,151.18841,-33.887688,University of Sydney
Brachychiton acerifolius,151.189096,-33.888036,University of Sydney
Brachychiton acerifolius,151.189245,-33.887916,University of Sydney
Brachychiton acerifolius,151.189245,-33.887984,University of Sydney
Brachychiton acerifolius,151.189385,-33.888022,University of Sydney
Brachychiton acerifolius,151.189753,-33.88759,University of Sydney
Brachychiton acerifolius,151.189815,-33.887757,University of Sydney
Brachychiton acerifolius,151.188796,-33.888478,University of Sydney
Brachychiton acerifolius,151.18879,-33.888407,University of Sydney
Brachychiton acerifolius,151.188775,-33.88834,University of Sydney
Brachychiton acerifolius,151.188778,-33.888285,University of Sydney
Brachychiton acerifolius,151.184504,-33.887369,University of Sydney
Brachychiton acerifolius,151.185951,-33.887759,University of Sydney
Brachychiton acerifolius,151.185929,-33.888058,University of Sydney
Brachychiton acerifolius,151.185622,-33.891559,University of Sydney
Brachychiton acerifolius,151.186794,-33.886186,University of Sydney
Brachychiton acerifolius,151.189254,-33.888043,University of Sydney
Brachychiton acerifolius,151.189371,-33.88791,University of Sydney
Brachychiton acerifolius,151.186865,-33.88694,University of Sydney
Brachychiton acerifolius,151.183356,-33.887246,University of Sydney
Brachychiton acerifolius,151.183377,-33.887952,University of Sydney
Brachychiton acerifolius,151.183674,-33.887914,University of Sydney
Brachychiton acerifolius,151.186804,-33.886232,University of Sydney
Brachychiton acerifolius,151.188666,-33.88621,University of Sydney
Brachychiton acerifolius,151.185186,-33.885448,University of Sydney
Brachychiton acerifolius,151.185187,-33.885494,University of Sydney
Brachychiton acerifolius,151.185188,-33.885539,University of Sydney
Brachychiton acerifolius,151.185187,-33.885581,University of Sydney
Brachychiton acerifolius,151.185193,-33.885627,University of Sydney
Brachychiton acerifolius,151.18514,-33.885632,University of Sydney
Brachychiton acerifolius,151.185137,-33.885589,University of Sydney
Brachychiton acerifolius,151.185132,-33.885545,University of Sydney
Brachychiton acerifolius,151.185122,-33.885502,University of Sydney
Brachychiton acerifolius,151.185113,-33.885457,University of Sydney
Brachychiton acerifolius,151.185092,-33.885393,University of Sydney
Brachychiton acerifolius,151.185081,-33.885354,University of Sydney
Brachychiton acerifolius,151.185072,-33.885315,University of Sydney
Brachychiton acerifolius,151.185065,-33.885275,University of Sydney
Brachychiton acerifolius,151.185057,-33.885237,University of Sydney
Brachychiton acerifolius,151.191261,-33.890676,University of Sydney
Brachychiton acerifolius,151.190449,-33.889752,University of Sydney
Brachychiton acerifolius,151.190406,-33.889708,University of Sydney
Brachychiton acerifolius,151.193514,-33.890265,University of Sydney
Brachychiton acerifolius,151.193612,-33.890292,University of Sydney
Brachychiton acerifolius,151.1937,-33.890319,University of Sydney
Brachychiton acerifolius,151.190199,-33.89186,University of Sydney
Brachychiton acerifolius,151.190187,-33.891836,University of Sydney
Brachychiton acerifolius,151.190174,-33.891823,University of Sydney
Brachychiton acerifolius,151.192468,-33.890183,University of Sydney
Brachychiton acerifolius,151.162755,-33.864326,University of Sydney
Brachychiton acerifolius,151.161666,-33.864694,University of Sydney
Brachychiton acerifolius,151.050093,-33.881763,University of Sydney
Brachychiton acerifolius,151.050046,-33.881802,University of Sydney
Brachychiton acerifolius,151.050002,-33.881838,University of Sydney
Brachychiton acerifolius,151.049914,-33.8819,University of Sydney
Brachychiton acerifolius,151.049876,-33.881936,University of Sydney
Brachychiton acerifolius,151.049831,-33.88198,University of Sydney
Brachychiton acerifolius,151.050257,-33.881883,University of Sydney
Brachychiton acerifolius,150.656278,-34.034808,University of Sydney
Brachychiton acerifolius,150.656477,-34.034777,University of Sydney
Brachychiton acerifolius,150.657035,-34.033981,University of Sydney
Brachychiton acerifolius,150.657014,-34.032836,University of Sydney
Brachychiton acerifolius,150.657026,-34.032784,University of Sydney
Brachychiton acerifolius,150.657037,-34.032749,University of Sydney
Brachychiton acerifolius,150.657066,-34.032541,University of Sydney
Brachychiton acerifolius,150.657079,-34.0325,University of Sydney
Brachychiton acerifolius,150.657024,-34.032432,University of Sydney
Brachychiton acerifolius,150.657042,-34.032375,University of Sydney
Brachychiton acerifolius,150.657078,-34.032228,University of Sydney
Brachychiton acerifolius,150.657086,-34.032179,University of Sydney
Brachychiton acerifolius,150.657099,-34.032135,University of Sydney
Brachychiton acerifolius,150.65739,-34.026201,University of Sydney
Brachychiton acerifolius,151.050239,-33.883479,University of Sydney
Brachychiton acerifolius,151.05033,-33.883514,University of Sydney
Brachychiton acerifolius,151.048773,-33.882539,University of Sydney
Brachychiton acerifolius,151.048789,-33.882658,University of Sydney
Brachychiton acerifolius,151.048422,-33.883013,University of Sydney
Brachychiton acerifolius,151.048489,-33.881688,University of Sydney
Brachychiton acerifolius,151.047949,-33.881236,University of Sydney
Brachychiton acerifolius,151.047943,-33.881539,University of Sydney
Brachychiton acerifolius,151.047868,-33.881514,University of Sydney
Brachychiton acerifolius,151.047607,-33.881668,University of Sydney
Brachychiton acerifolius,151.04781,-33.882588,University of Sydney
Brachychiton acerifolius,151.299048,-33.549234,University of Sydney
Brachychiton acerifolius,151.299136,-33.548989,University of Sydney
Brachychiton acerifolius,151.29869,-33.549235,University of Sydney
Brachychiton acerifolius,151.298623,-33.549188,University of Sydney
Brachychiton acerifolius,147.602683,-33.77928,University of Sydney
Brachychiton acerifolius,147.602646,-33.779875,University of Sydney
Brachychiton acerifolius,150.667438,-34.017657,University of Sydney
Brachychiton acerifolius,151.050154,-33.883061,University of Sydney
Brachychiton acerifolius,151.05019,-33.883091,University of Sydney
Brachychiton acerifolius,151.048468,-33.883331,University of Sydney
Brachychiton rupestris,151.184134,-33.886964,University of Sydney
Brachychiton rupestris,151.192619,-33.889615,University of Sydney
Brachychiton rupestris,151.191814,-33.890569,University of Sydney
Brachychiton rupestris,151.191601,-33.89031,University of Sydney
Brachychiton rupestris,151.188844,-33.887561,University of Sydney
Brachychiton rupestris,151.189858,-33.892498,University of Sydney
Brachychiton rupestris,151.18988,-33.892546,University of Sydney
Brachychiton populneus,150.658598,-34.035538,University of Sydney
Brachychiton populneus,150.658633,-34.035416,University of Sydney
Toona australis,151.18861,-33.884933,University of Sydney
Toona australis,151.189116,-33.884995,University of Sydney
Toona sinensis,151.189244,-33.885022,University of Sydney
Melia azedarach,151.186016,-33.887714,University of Sydney
Melia azedarach,151.185535,-33.887118,University of Sydney
Melia azedarach,151.185522,-33.887077,University of Sydney
Melia azedarach,151.192383,-33.890088,University of Sydney
Melia azedarach,150.654622,-34.035267,University of Sydney
Melia azedarach,151.051147,-33.883736,University of Sydney
Melia azedarach,150.667553,-34.016843,University of Sydney
Melia azedarach,151.181309,-33.885885,University of Sydney
Calodendrum capense,151.188405,-33.88773,University of Sydney
Calodendrum capense,151.161813,-33.865483,University of Sydney
Murraya paniculata,151.188279,-33.885648,University of Sydney
Murraya paniculata,151.185736,-33.886136,University of Sydney
Murraya paniculata,151.192845,-33.8913,University of Sydney
Murraya paniculata,151.047349,-33.881405,University of Sydney
Flindersia australis,151.190053,-33.888706,University of Sydney
Flindersia australis,151.190033,-33.888556,University of Sydney
Flindersia australis,151.190017,-33.888444,University of Sydney
Flindersia australis,151.190002,-33.88834,University of Sydney
Flindersia australis,151.189994,-33.888271,University of Sydney
Flindersia australis,151.189973,-33.888141,University of Sydney
Flindersia australis,151.189926,-33.887935,University of Sydney
Flindersia australis,151.189913,-33.887827,University of Sydney
Flindersia australis,151.189893,-33.887716,University of Sydney
Flindersia australis,151.189879,-33.887611,University of Sydney
Flindersia australis,151.189867,-33.887535,University of Sydney
Flindersia australis,151.189848,-33.887448,University of Sydney
Flindersia australis,151.189777,-33.886937,University of Sydney
Flindersia australis,151.189763,-33.886872,University of Sydney
Flindersia australis,151.189756,-33.886805,University of Sydney
Flindersia australis,151.189908,-33.886797,University of Sydney
Flindersia australis,151.189925,-33.886856,University of Sydney
Flindersia australis,151.18993,-33.886922,University of Sydney
Flindersia australis,151.190014,-33.887439,University of Sydney
Flindersia australis,151.190015,-33.887529,University of Sydney
Flindersia australis,151.190028,-33.887591,University of Sydney
Flindersia australis,151.190053,-33.887698,University of Sydney
Flindersia australis,151.190059,-33.887801,University of Sydney
Flindersia australis,151.190078,-33.887919,University of Sydney
Flindersia australis,151.190091,-33.888017,University of Sydney
Flindersia australis,151.190107,-33.888113,University of Sydney
Flindersia australis,151.190118,-33.88819,University of Sydney
Flindersia australis,151.190133,-33.888261,University of Sydney
Flindersia australis,151.190143,-33.888326,University of Sydney
Flindersia australis,151.190161,-33.888422,University of Sydney
Flindersia australis,151.190183,-33.88854,University of Sydney
Flindersia australis,151.19019,-33.888628,University of Sydney
Flindersia australis,151.190201,-33.888695,University of Sydney
Flindersia australis,151.190214,-33.888794,University of Sydney
Flindersia australis,151.190228,-33.888886,University of Sydney
Flindersia australis,151.187387,-33.886379,University of Sydney
Flindersia australis,151.182581,-33.885957,University of Sydney
Flindersia australis,151.182821,-33.885941,University of Sydney
Flindersia australis,151.183363,-33.8866,University of Sydney
Flindersia australis,151.190184,-33.891201,University of Sydney
Flindersia australis,151.191201,-33.89245,University of Sydney
Flindersia australis,151.191248,-33.892464,University of Sydney
Flindersia australis,151.191285,-33.892479,University of Sydney
Flindersia australis,151.191267,-33.892427,University of Sydney
Flindersia australis,151.191318,-33.892444,University of Sydney
Flindersia australis,151.191361,-33.892458,University of Sydney
Flindersia australis,151.191336,-33.892406,University of Sydney
Flindersia australis,151.19139,-33.892425,University of Sydney
Flindersia australis,151.191434,-33.892441,University of Sydney
Flindersia australis,151.191376,-33.892377,University of Sydney
Flindersia australis,151.190636,-33.892467,University of Sydney
Flindersia australis,151.190651,-33.892513,University of Sydney
Flindersia australis,151.190673,-33.89255,University of Sydney
Flindersia australis,151.190686,-33.892588,University of Sydney
Flindersia australis,151.190713,-33.892624,University of Sydney
Flindersia australis,151.18273,-33.885938,University of Sydney
Harpullia pendula,151.190826,-33.89045,University of Sydney
Harpullia pendula,151.190882,-33.890537,University of Sydney
Harpullia pendula,151.190957,-33.890629,University of Sydney
Harpullia pendula,151.190641,-33.890383,University of Sydney
Harpullia pendula,151.190541,-33.890265,University of Sydney
Harpullia pendula,151.190451,-33.890154,University of Sydney
Harpullia pendula,151.190503,-33.889939,University of Sydney
Harpullia pendula,151.19044,-33.889851,University of Sydney
Harpullia pendula,151.19037,-33.889779,University of Sydney
Harpullia pendula,151.1903,-33.889692,University of Sydney
Harpullia pendula,151.191152,-33.891472,University of Sydney
Harpullia pendula,151.193814,-33.888068,University of Sydney
Harpullia pendula,151.193724,-33.888056,University of Sydney
Harpullia pendula,151.19364,-33.888042,University of Sydney
Harpullia pendula,151.193551,-33.888032,University of Sydney
Harpullia pendula,151.19346,-33.888019,University of Sydney
Harpullia pendula,151.194068,-33.888103,University of Sydney
Harpullia pendula,151.194061,-33.888137,University of Sydney
Harpullia pendula,151.18285,-33.88639,University of Sydney
Harpullia pendula,150.667426,-34.017702,University of Sydney
Cupaniopsis anacardioides,151.184205,-33.888091,University of Sydney
Cupaniopsis anacardioides,151.184197,-33.888056,University of Sydney
Cupaniopsis anacardioides,151.184181,-33.888028,University of Sydney
Cupaniopsis anacardioides,151.18417,-33.887999,University of Sydney
Cupaniopsis anacardioides,151.184819,-33.887186,University of Sydney
Cupaniopsis anacardioides,151.185012,-33.88716,University of Sydney
Cupaniopsis anacardioides,151.191199,-33.890833,University of Sydney
Cupaniopsis anacardioides,151.191176,-33.89081,University of Sydney
Cupaniopsis anacardioides,151.191146,-33.890781,University of Sydney
Cupaniopsis anacardioides,151.191114,-33.890736,University of Sydney
Cupaniopsis anacardioides,151.191028,-33.89064,University of Sydney
Cupaniopsis anacardioides,151.191007,-33.890607,University of Sydney
Cupaniopsis anacardioides,151.190985,-33.890576,University of Sydney
Cupaniopsis anacardioides,151.190921,-33.89051,University of Sydney
Cupaniopsis anacardioides,151.190903,-33.890485,University of Sydney
Cupaniopsis anacardioides,151.190881,-33.89046,University of Sydney
Cupaniopsis anacardioides,151.191215,-33.890859,University of Sydney
Cupaniopsis anacardioides,151.189652,-33.89212,University of Sydney
Cupaniopsis anacardioides,151.189769,-33.892337,University of Sydney
Cupaniopsis anacardioides,151.189777,-33.892401,University of Sydney
Cupaniopsis anacardioides,151.189734,-33.892417,University of Sydney
Cupaniopsis anacardioides,151.299171,-33.54889,University of Sydney
Cupaniopsis anacardioides,151.193514,-33.88898,University of Sydney
Cupaniopsis anacardioides,151.193474,-33.888989,University of Sydney
Cupaniopsis anacardioides,151.193429,-33.889019,University of Sydney
Cupaniopsis anacardioides,151.193483,-33.889018,University of Sydney
Cupaniopsis anacardioides,151.193379,-33.888977,University of Sydney
Cupaniopsis anacardioides,151.19337,-33.888994,University of Sydney
Cupaniopsis anacardioides,151.193335,-33.888987,University of Sydney
Cupaniopsis anacardioides,151.189631,-33.892085,University of Sydney
Cupaniopsis anacardioides,151.189666,-33.892152,University of Sydney
Cupaniopsis anacardioides,151.189697,-33.892229,University of Sydney
Cupaniopsis anacardioides,151.189716,-33.892263,University of Sydney
Cupaniopsis anacardioides,151.189734,-33.892295,University of Sydney
Cupaniopsis anacardioides,151.189752,-33.892329,University of Sydney
Cupaniopsis anacardioides,151.189764,-33.89236,University of Sydney
Acer palmatum,151.188177,-33.885302,University of Sydney
Acer palmatum,151.188111,-33.885317,University of Sydney
Acer palmatum,151.192033,-33.888678,University of Sydney
Acer palmatum,151.193017,-33.891326,University of Sydney
Acer palmatum,151.189039,-33.891589,University of Sydney
Acer palmatum,151.188787,-33.891666,University of Sydney
Acer palmatum,151.188728,-33.891692,University of Sydney
Acer palmatum,151.188095,-33.88819,University of Sydney
Acer negundo,151.192117,-33.888532,University of Sydney
Acer sp.,151.18576,-33.88556,University of Sydney
Acer sp.,151.186087,-33.885826,University of Sydney
Acer sp.,151.186026,-33.885766,University of Sydney
Acer sp.,151.186115,-33.885762,University of Sydney
Acer sp.,151.186223,-33.885846,University of Sydney
Acer sp.,151.183998,-33.886304,University of Sydney
Acer sp.,151.184019,-33.886225,University of Sydney
Acer sp.,151.183,-33.885774,University of Sydney
Acer sp.,151.182954,-33.8856,University of Sydney
Acer sp.,151.18581,-33.88555,University of Sydney
Acer sp.,151.187467,-33.884982,University of Sydney
Acer sp.,151.187531,-33.885538,University of Sydney
Acer sp.,151.19464,-33.88819,University of Sydney
Acer sp.,151.193139,-33.890489,University of Sydney
Acer sp.,151.1887,-33.891462,University of Sydney
Acer sp.,151.188665,-33.891432,University of Sydney
Xylosma japonica,151.18217,-33.8857,University of Sydney
Xylosma japonica,151.182177,-33.885737,University of Sydney
Xylosma japonica,151.18219,-33.885771,University of Sydney
Xylosma japonica,151.19083,-33.890263,University of Sydney
Xylosma japonica,151.190791,-33.890204,University of Sydney
Xylosma japonica,151.194838,-33.888166,University of Sydney
Xylosma japonica,151.190862,-33.890298,University of Sydney
Lepidozamia peroffskyana,151.188944,-33.884944,University of Sydney
Macrozamia communis,151.189167,-33.885028,University of Sydney
Pittosporum rhombifolium,151.189206,-33.885033,University of Sydney
Pittosporum rhombifolium,151.048394,-33.882748,University of Sydney
Pittosporum rhombifolium,151.048407,-33.882904,University of Sydney
Pittosporum undulatum,151.163668,-33.864755,University of Sydney
Pittosporum undulatum,151.163735,-33.864718,University of Sydney
Pittosporum undulatum,151.163338,-33.864174,University of Sydney
Pittosporum undulatum,151.162546,-33.863858,University of Sydney
Pittosporum undulatum,151.162458,-33.863859,University of Sydney
Pittosporum undulatum,151.162349,-33.863896,University of Sydney
Pittosporum undulatum,151.162124,-33.865956,University of Sydney
Pittosporum undulatum,151.16288,-33.867404,University of Sydney
Pittosporum undulatum,150.667411,-34.017649,University of Sydney
Pittosporum undulatum,151.299041,-33.549197,University of Sydney
Hymenosporum flavum,151.188636,-33.887411,University of Sydney
